reading_id,timestamp,node_id,node_name,temperature_c,humidity_pct,congestion_index,throughput_ratio,vibration_level,wind_speed_kmh,visibility_km,alert_level
SENS-0012457,2026-04-08 13:14:00,CN-SZX,Shenzhen,34.9,79.7,0.383,0.5,0.397,20.0,8.9,3
SENS-0012458,2026-04-03 16:51:00,IN-CHN,Chennai Port,24.5,65.6,0.425,0.812,0.59,32.2,3.6,2
SENS-0012459,2026-04-10 15:21:00,US-LAX,Los Angeles,21.9,60.1,0.316,0.384,0.955,5.8,5.7,0
SENS-0012460,2026-04-10 19:17:00,JP-YOK,Yokohama,30.3,54.7,0.598,0.693,0.438,7.0,11.9,1
SENS-0012461,2026-04-10 18:20:00,IN-MUM,Mumbai Warehouse (Bhiwandi),26.0,78.7,0.228,0.841,0.448,13.3,10.2,0
SENS-0012462,2026-04-06 19:33:00,SG-SIN,Singapore,22.2,48.8,0.479,0.474,0.275,24.6,1.7,0
SENS-0012463,2026-04-05 10:28:00,IN-AMD,Ahmedabad DC,37.4,61.1,0.084,0.601,0.602,21.8,4.2,0
SENS-0012464,2026-04-06 14:36:00,IN-KND,Kandla Port,29.8,57.7,0.481,0.658,0.607,11.5,10.6,1
SENS-0012465,2026-04-03 05:32:00,TH-LCH,Laem Chabang,39.6,95.7,0.372,0.753,0.5,0.6,1.9,0
SENS-0012466,2026-04-10 09:54:00,IN-MUM,Mumbai Warehouse (Bhiwandi),17.8,39.5,0.24,0.353,0.686,23.3,5.7,0
SENS-0012467,2026-04-07 06:45:00,KR-BUS,Busan,36.2,74.3,0.133,0.853,0.518,14.3,10.3,1
SENS-0012468,2026-04-02 15:12:00,IN-PAR,Paradip Port,21.6,86.9,0.395,0.503,0.408,17.5,5.5,1
SENS-0012469,2026-04-08 18:19:00,CN-SHA,Shanghai,32.3,49.7,0.442,0.889,0.44,22.9,10.6,0
SENS-0012470,2026-04-08 10:03:00,LK-CMB,Colombo,32.2,68.6,0.208,0.961,0.777,8.2,4.0,2
SENS-0012471,2026-04-01 16:10:00,KR-BUS,Busan,28.0,49.1,0.284,0.692,0.545,14.1,4.9,0
SENS-0012472,2026-04-08 23:09:00,IN-HAZ,Hazira Port,28.5,57.4,0.29,0.8,0.559,5.5,8.5,0
SENS-0012473,2026-04-07 05:35:00,IN-MUM,Mumbai Warehouse (Bhiwandi),34.7,72.0,0.134,0.498,0.276,25.7,6.5,0
SENS-0012474,2026-04-10 11:44:00,IN-HYD,Hyderabad DC,23.8,56.8,0.078,0.723,0.658,25.7,9.0,3
SENS-0012475,2026-04-05 18:42:00,NL-RTM,Rotterdam,21.3,81.5,0.448,0.855,0.66,24.9,8.9,0
SENS-0012476,2026-04-02 16:46:00,IN-VIZ,Visakhapatnam Port,39.9,46.4,0.374,0.922,0.469,8.9,5.7,0
SENS-0012477,2026-04-04 13:29:00,AE-DXB,Dubai (Jebel Ali),33.5,73.6,0.129,0.856,0.575,16.9,8.2,0
SENS-0012478,2026-04-05 05:03:00,AE-DXB,Dubai (Jebel Ali),21.8,90.3,0.185,0.455,0.61,29.6,5.0,0
SENS-0012479,2026-04-04 11:11:00,IN-PAR,Paradip Port,26.9,54.2,0.113,0.845,0.334,13.3,7.8,0
SENS-0012480,2026-04-10 09:22:00,IN-KOC,Kochi Port,18.5,62.7,0.078,0.751,0.481,19.5,8.5,0
SENS-0012481,2026-04-03 14:42:00,IN-BLR,Bangalore Hub (Whitefield),20.6,54.8,0.206,0.301,0.791,6.7,14.8,3
SENS-0012482,2026-04-10 08:35:00,IN-CHN,Chennai Port,28.9,63.6,0.331,0.894,0.549,16.3,5.2,1
SENS-0012483,2026-04-08 11:09:00,IN-KND,Kandla Port,21.7,57.5,0.164,0.778,0.303,13.8,9.4,0
SENS-0012484,2026-04-07 01:39:00,SG-SIN,Singapore,31.6,86.0,0.44,0.887,0.572,13.1,6.4,0
SENS-0012485,2026-04-07 10:53:00,IN-CHN,Chennai Port,23.1,111.2,0.284,0.676,0.542,13.7,6.5,0
SENS-0012486,2026-04-06 16:05:00,NL-RTM,Rotterdam,38.4,61.2,0.277,0.857,0.258,11.4,8.3,0
SENS-0012487,2026-04-03 09:37:00,TH-LCH,Laem Chabang,37.6,75.2,0.111,0.488,0.41,13.2,12.5,2
SENS-0012488,2026-04-04 02:41:00,IN-PAR,Paradip Port,26.0,63.8,0.14,0.475,0.672,25.1,5.2,3
SENS-0012489,2026-04-09 07:57:00,NL-RTM,Rotterdam,25.1,100.2,0.474,0.63,0.141,19.2,6.5,1
SENS-0012490,2026-04-03 23:23:00,DE-HAM,Hamburg,23.0,82.3,0.138,0.553,0.644,16.9,4.9,2
SENS-0012491,2026-04-07 11:33:00,IN-HAZ,Hazira Port,22.9,53.5,0.183,0.453,0.247,12.8,4.7,2
SENS-0012492,2026-04-03 02:08:00,IN-TUT,Tuticorin Port,31.0,28.9,0.495,0.732,0.323,14.6,8.7,1
SENS-0012493,2026-04-05 07:41:00,TH-LCH,Laem Chabang,27.5,77.9,0.339,0.455,0.178,14.8,8.9,2
SENS-0012494,2026-04-01 02:34:00,IN-GAU,Guwahati Warehouse,29.7,40.9,0.289,0.522,0.736,20.0,8.5,0
SENS-0012495,2026-04-02 17:10:00,IN-JNPT,Nhava Sheva (JNPT),28.5,38.5,0.381,0.546,0.767,17.3,8.1,0
SENS-0012496,2026-04-06 23:30:00,IN-JNPT,Nhava Sheva (JNPT),29.0,72.0,0.587,0.516,0.242,6.8,5.2,0
SENS-0012497,2026-04-07 01:05:00,JP-YOK,Yokohama,25.1,74.7,0.419,0.33,0.652,7.1,10.1,0
SENS-0012498,2026-04-03 04:20:00,IN-CHN,Chennai Port,31.2,82.5,0.144,0.922,0.672,11.5,9.2,0
SENS-0012499,2026-04-01 02:55:00,IN-DEL,Delhi ICD (Tughlakabad),26.5,69.0,0.629,0.551,0.177,25.2,4.6,2
SENS-0012500,2026-04-04 19:54:00,TH-LCH,Laem Chabang,28.5,81.8,0.338,0.843,0.369,18.8,7.9,0
SENS-0012501,2026-04-03 17:13:00,NL-RTM,Rotterdam,30.3,68.9,0.454,0.418,0.396,16.2,8.7,0
SENS-0012502,2026-04-09 20:25:00,IN-PAR,Paradip Port,23.7,62.0,0.485,0.492,0.404,23.0,8.0,1
SENS-0012503,2026-04-07 23:37:00,CN-SHA,Shanghai,26.2,88.5,0.108,0.324,0.998,32.5,9.8,0
SENS-0012504,2026-04-03 09:20:00,AE-DXB,Dubai (Jebel Ali),19.8,60.0,0.532,0.885,0.356,30.8,2.9,1
SENS-0012505,2026-04-06 17:51:00,MY-PTG,Port Klang,26.3,67.9,0.344,0.565,0.992,7.1,13.0,0
SENS-0012506,2026-04-02 07:47:00,DE-HAM,Hamburg,16.1,44.6,0.153,0.305,0.692,12.2,6.3,2
SENS-0012507,2026-04-05 23:22:00,NL-RTM,Rotterdam,36.2,57.6,0.197,0.484,0.442,15.3,4.6,1
SENS-0012508,2026-04-03 21:01:00,US-NYC,New York/New Jersey,22.2,71.2,0.186,0.489,0.406,0,9.2,0
SENS-0012509,2026-04-01 16:39:00,US-LAX,Los Angeles,18.8,67.9,0.073,0.952,0.562,22.3,1.8,0
SENS-0012510,2026-04-10 11:59:00,IN-JNPT,Nhava Sheva (JNPT),36.8,75.4,0.138,0.744,0.417,12.0,8.8,0
SENS-0012511,2026-04-05 13:04:00,DE-HAM,Hamburg,28.1,65.1,0.064,0.413,0.704,2.2,5.5,0
SENS-0012512,2026-04-07 07:39:00,IN-COK,Kochi Warehouse,29.8,46.6,0.227,0.68,0.469,10.1,6.3,3
SENS-0012513,2026-04-05 12:13:00,IN-VIZ,Visakhapatnam Port,30.5,81.9,0.247,0.778,0.518,14.0,6.8,0
SENS-0012514,2026-04-01 06:20:00,IN-AMD,Ahmedabad DC,28.0,64.3,0.167,0.358,0.204,6.8,13.5,0
SENS-0012515,2026-04-04 23:03:00,DE-HAM,Hamburg,24.9,42.0,0.469,0.739,0.446,6.7,4.1,0
SENS-0012516,2026-04-10 17:15:00,IN-TUT,Tuticorin Port,33.9,72.1,0.342,0.716,0.553,7.7,7.8,0
SENS-0012517,2026-04-03 15:40:00,IN-BLR,Bangalore Hub (Whitefield),20.3,62.2,0.399,0.702,0.451,29.3,14.1,0
SENS-0012518,2026-04-01 00:45:00,TH-LCH,Laem Chabang,26.5,79.7,0.237,0.366,0.319,19.1,5.2,2
SENS-0012519,2026-04-06 10:30:00,IN-TUT,Tuticorin Port,23.5,69.2,0.277,0.895,0.628,5.7,11.6,0
SENS-0012520,2026-04-09 04:35:00,TH-LCH,Laem Chabang,27.8,74.9,0.085,0.426,0.487,19.6,9.4,0
SENS-0012521,2026-04-04 15:00:00,IN-GAU,Guwahati Warehouse,25.9,33.4,0.104,0.396,0.768,11.0,10.4,0
SENS-0012522,2026-04-02 14:29:00,IN-AMD,Ahmedabad DC,31.1,87.6,0.269,0.531,0.461,6.3,6.9,2
SENS-0012523,2026-04-04 01:14:00,IN-KND,Kandla Port,25.0,28.6,0.12,0.884,0.736,22.4,10.9,1
SENS-0012524,2026-04-01 10:54:00,IN-PUN,Pune DC (Chakan),22.5,50.1,0.29,0.403,0.787,16.8,8.1,0
SENS-0012525,2026-04-07 18:00:00,ZA-DUR,Durban,28.7,51.1,0.071,0.576,0.386,0.6,8.4,0
SENS-0012526,2026-04-06 18:20:00,IN-VIZ,Visakhapatnam Port,39.0,73.0,0.14,0.46,0.557,14.2,12.9,1
SENS-0012527,2026-04-09 08:00:00,CN-SZX,Shenzhen,41.9,92.0,0.344,0.458,0.675,16.2,9.5,2
SENS-0012528,2026-04-03 15:46:00,US-NYC,New York/New Jersey,34.9,76.2,0.166,0.844,0.659,29.3,8.2,2
SENS-0012529,2026-04-08 10:38:00,IN-JNPT,Nhava Sheva (JNPT),31.1,74.6,0.185,0.629,0.626,15.1,9.8,0
SENS-0012530,2026-04-06 06:41:00,IN-TUT,Tuticorin Port,22.7,51.4,0.283,0.629,0.779,30.5,7.1,0
SENS-0012531,2026-04-05 20:31:00,JP-YOK,Yokohama,24.9,66.1,0.248,0.963,0.563,27.0,17.2,1
SENS-0012532,2026-04-01 12:03:00,IN-DEL,Delhi ICD (Tughlakabad),25.4,69.8,0.194,0.415,0.747,5.6,6.5,0
SENS-0012533,2026-04-02 16:30:00,KR-BUS,Busan,32.0,59.5,0.592,0.849,0.399,24.5,8.0,0
SENS-0012534,2026-04-03 14:22:00,NL-RTM,Rotterdam,28.5,60.3,0.295,0.844,0.775,19.6,6.4,2
SENS-0012535,2026-04-06 02:12:00,SG-SIN,Singapore,21.0,82.9,0.132,0.406,0.435,15.7,2.4,0
SENS-0012536,2026-04-04 01:22:00,IN-MUM,Mumbai Warehouse (Bhiwandi),25.4,67.7,0.308,0.305,0.281,9.7,8.8,0
SENS-0012537,2026-04-09 02:59:00,AE-DXB,Dubai (Jebel Ali),25.7,62.1,0.427,0.568,0.175,28.2,8.1,0
SENS-0012538,2026-04-06 18:28:00,IN-KOL,Kolkata Port,28.7,67.7,0.301,0.926,0.218,9.5,11.8,0
SENS-0012539,2026-04-05 01:02:00,IN-HAZ,Hazira Port,25.6,51.2,0.566,0.708,0.446,8.3,13.9,0
SENS-0012540,2026-04-10 17:24:00,NL-RTM,Rotterdam,33.2,48.7,0.368,0.831,0.414,23.1,14.5,2
SENS-0012541,2026-04-07 07:53:00,IN-COK,Kochi Warehouse,30.2,58.1,0.492,0.771,0.488,24.1,10.0,3
SENS-0012542,2026-04-05 15:12:00,IN-JNPT,Nhava Sheva (JNPT),17.5,67.4,0.286,0.523,0.396,21.3,7.7,0
SENS-0012543,2026-04-05 00:09:00,IN-KND,Kandla Port,32.0,50.5,0.285,0.677,0.7,19.3,4.5,1
SENS-0012544,2026-04-06 19:06:00,US-LAX,Los Angeles,31.0,57.1,0.226,0.685,0.579,2.1,12.9,2
SENS-0012545,2026-04-02 21:14:00,IN-CHN,Chennai Port,35.2,76.4,0.203,0.693,0.505,11.6,10.5,3
SENS-0012546,2026-04-06 05:54:00,IN-PUN,Pune DC (Chakan),29.6,44.5,0.058,0.803,0.621,30.9,8.0,0
SENS-0012547,2026-04-05 09:19:00,IN-BLR,Bangalore Hub (Whitefield),27.7,61.1,0.299,0.962,0.469,13.0,7.1,0
SENS-0012548,2026-04-09 15:58:00,AE-DXB,Dubai (Jebel Ali),27.7,50.5,0.247,0.412,0.446,13.1,9.8,0
SENS-0012549,2026-04-09 23:14:00,IN-HYD,Hyderabad DC,29.8,46.0,0.085,0.366,0.039,5.4,10.4,0
SENS-0012550,2026-04-05 18:36:00,IN-KOL,Kolkata Port,37.8,68.3,0.491,0.301,0.358,18.6,5.0,0
SENS-0012551,2026-04-09 17:39:00,NL-RTM,Rotterdam,31.3,60.9,0.296,0.354,0.288,12.6,11.9,0
SENS-0012552,2026-04-02 12:38:00,TH-LCH,Laem Chabang,25.4,24.5,0.18,0.635,0.433,18.2,11.0,0
SENS-0012553,2026-04-03 18:05:00,IN-KND,Kandla Port,20.3,61.2,0.111,0.388,0.865,10.0,5.6,2
SENS-0012554,2026-04-05 03:12:00,SG-SIN,Singapore,30.3,76.0,0.126,0.446,0.366,9.2,12.4,0
SENS-0012555,2026-04-07 17:39:00,AE-DXB,Dubai (Jebel Ali),23.3,62.2,0.323,0.529,0.392,24.6,10.7,0
SENS-0012556,2026-04-07 12:25:00,US-NYC,New York/New Jersey,28.3,55.5,0.359,0.433,0.605,4.2,3.5,1
SENS-0012557,2026-04-08 04:14:00,IN-DEL,Delhi ICD (Tughlakabad),32.8,70.9,0.235,0.91,0.56,9.0,8.6,0
SENS-0012558,2026-04-06 06:50:00,CN-SZX,Shenzhen,33.9,67.1,0.202,0.437,0.208,19.7,11.6,0
SENS-0012559,2026-04-05 00:24:00,IN-AMD,Ahmedabad DC,40.7,76.4,0.258,0.956,0.528,17.6,11.1,2
SENS-0012560,2026-04-03 07:38:00,JP-YOK,Yokohama,32.1,78.4,0.224,0.366,0.568,21.3,8.7,0
SENS-0012561,2026-04-05 13:46:00,IN-MUM,Mumbai Warehouse (Bhiwandi),35.2,55.0,0.33,0.344,0.824,34.5,4.9,1
SENS-0012562,2026-04-06 05:36:00,IN-HAZ,Hazira Port,38.1,61.7,0.28,0.895,0.097,24.1,9.4,0
SENS-0012563,2026-04-07 17:22:00,LK-CMB,Colombo,29.9,63.6,0.213,0.477,0.549,6.7,8.7,0
SENS-0012564,2026-04-07 15:48:00,AE-DXB,Dubai (Jebel Ali),29.1,58.0,0.194,0.915,0.621,22.6,10.8,0
SENS-0012565,2026-04-04 07:28:00,IN-GAU,Guwahati Warehouse,17.1,72.3,0.412,0.495,0.177,34.4,11.1,0
SENS-0012566,2026-04-08 08:18:00,SG-SIN,Singapore,39.5,70.6,0.143,0.441,0.814,6.3,12.5,0
SENS-0012567,2026-04-04 04:47:00,JP-YOK,Yokohama,27.8,37.5,0.465,0.854,0.4,33.0,11.3,2
SENS-0012568,2026-04-10 17:38:00,IN-GAU,Guwahati Warehouse,26.1,47.5,0.097,0.668,0.218,5.9,11.8,0
SENS-0012569,2026-04-01 17:20:00,IN-MUM,Mumbai Warehouse (Bhiwandi),22.2,53.3,0.127,0.55,0.561,8.0,5.6,1
SENS-0012570,2026-04-04 02:42:00,IN-BLR,Bangalore Hub (Whitefield),33.0,77.8,0.081,0.792,0.62,22.9,10.9,0
SENS-0012571,2026-04-02 16:01:00,IN-KOC,Kochi Port,35.6,52.2,0.329,0.884,0.552,5.2,5.2,2
SENS-0012572,2026-04-09 22:48:00,CN-SHA,Shanghai,29.7,56.7,0.131,0.613,0.465,18.9,8.0,2
SENS-0012573,2026-04-10 17:12:00,IN-MUM,Mumbai Warehouse (Bhiwandi),25.5,79.8,0.166,0.583,0.483,10.2,9.0,2
SENS-0012574,2026-04-04 13:09:00,IN-HYD,Hyderabad DC,26.3,46.1,0.38,0.822,0.275,1.2,8.9,0
SENS-0012575,2026-04-01 05:41:00,NL-RTM,Rotterdam,36.0,52.7,0.184,0.874,0.834,17.6,7.9,1
SENS-0012576,2026-04-05 12:27:00,IN-MUM,Mumbai Warehouse (Bhiwandi),32.8,73.9,0.085,0.406,0.301,10.0,10.5,0
SENS-0012577,2026-04-05 02:16:00,IN-DEL,Delhi ICD (Tughlakabad),28.3,73.6,0.541,0.382,0.654,9.0,11.4,0
SENS-0012578,2026-04-03 22:34:00,CN-SHA,Shanghai,31.1,65.3,0.117,0.33,0.526,14.5,3.8,0
SENS-0012579,2026-04-07 07:08:00,IN-PAR,Paradip Port,22.5,80.2,0.338,0.443,0.292,23.5,8.6,0
SENS-0012580,2026-04-01 17:30:00,IN-CHN,Chennai Port,21.7,68.8,0.097,0.693,0.679,10.4,7.7,0
SENS-0012581,2026-04-09 10:14:00,IN-KOC,Kochi Port,18.7,62.9,0.144,0.435,0.277,19.2,9.2,1
SENS-0012582,2026-04-02 10:12:00,IN-CHN,Chennai Port,35.0,66.8,0.152,0.324,0.322,16.8,3.4,0
SENS-0012583,2026-04-02 22:25:00,IN-JNPT,Nhava Sheva (JNPT),32.1,77.1,0.264,0.899,0.25,21.3,4.6,2
SENS-0012584,2026-04-03 19:12:00,LK-CMB,Colombo,25.6,61.5,0.208,0.89,0.743,1.1,10.8,2
SENS-0012585,2026-04-09 03:11:00,IN-COK,Kochi Warehouse,15.4,68.7,0.329,0.761,0.496,14.7,10.8,0
SENS-0012586,2026-04-04 22:22:00,SG-SIN,Singapore,26.8,41.3,0.272,0.884,0.18,1.5,9.1,2
SENS-0012587,2026-04-10 06:46:00,IN-KND,Kandla Port,36.9,78.8,0.386,0.778,0.887,11.3,12.3,0
SENS-0012588,2026-04-10 05:54:00,AE-DXB,Dubai (Jebel Ali),28.0,81.7,0.26,0.429,0.508,23.5,9.4,0
SENS-0012589,2026-04-02 00:08:00,US-LAX,Los Angeles,37.4,58.2,0.348,0.921,0.229,20.8,4.6,0
SENS-0012590,2026-04-10 09:47:00,LK-CMB,Colombo,37.8,66.7,0.114,0.547,0.637,27.9,10.5,3
SENS-0012591,2026-04-03 07:33:00,LK-CMB,Colombo,24.9,64.2,0.526,0.91,0.612,4.7,10.3,2
SENS-0012592,2026-04-03 06:05:00,IN-GAU,Guwahati Warehouse,31.3,75.1,0.219,0.827,0.511,6.9,5.9,0
SENS-0012593,2026-04-10 03:36:00,US-NYC,New York/New Jersey,37.7,86.9,0.193,0.814,0.495,15.6,4.5,0
SENS-0012594,2026-04-02 20:10:00,IN-VIZ,Visakhapatnam Port,25.4,79.0,0.515,0.6,0.403,17.8,2.6,0
SENS-0012595,2026-04-06 15:03:00,IN-PUN,Pune DC (Chakan),27.7,56.9,0.287,0.382,1.003,0.2,7.2,0
SENS-0012596,2026-04-09 12:03:00,AE-DXB,Dubai (Jebel Ali),33.3,57.2,0.12,0.887,0.942,0.2,12.6,0
SENS-0012597,2026-04-09 05:03:00,IN-MUM,Mumbai Warehouse (Bhiwandi),26.8,50.7,0.314,0.822,0.965,22.4,9.3,0
SENS-0012598,2026-04-06 03:51:00,KR-BUS,Busan,30.0,47.7,0.311,0.327,0.429,1.4,12.9,1
SENS-0012599,2026-04-10 15:00:00,IN-PUN,Pune DC (Chakan),33.0,68.6,0.694,0.522,0.631,25.7,6.9,0
SENS-0012600,2026-04-04 11:47:00,CN-NGB,Ningbo,26.1,58.0,0.116,0.832,0.672,8.4,4.3,2
SENS-0012601,2026-04-01 11:04:00,IN-MUM,Mumbai Warehouse (Bhiwandi),22.4,77.2,0.406,0.706,0.666,18.7,12.6,2
SENS-0012602,2026-04-01 08:23:00,IN-KOC,Kochi Port,24.8,47.6,0.417,0.822,0.338,13.0,7.1,0
SENS-0012603,2026-04-10 10:19:00,IN-AMD,Ahmedabad DC,28.1,52.2,0.23,0.716,0.713,21.8,8.8,0
SENS-0012604,2026-04-08 22:03:00,IN-BLR,Bangalore Hub (Whitefield),38.6,56.8,0.472,0.309,0.535,13.3,6.2,1
SENS-0012605,2026-04-09 03:00:00,IN-PUN,Pune DC (Chakan),34.9,72.9,0.222,0.948,0.462,21.8,0.5,0
SENS-0012606,2026-04-09 23:30:00,US-LAX,Los Angeles,24.9,79.1,0.657,0.437,0.325,17.0,6.5,0
SENS-0012607,2026-04-08 22:24:00,IN-CHN,Chennai Port,22.3,65.6,0.278,0.667,0.304,15.4,11.6,0
SENS-0012608,2026-04-02 21:27:00,IN-PAR,Paradip Port,30.6,64.9,0.61,0.952,0.486,16.7,10.2,0
SENS-0012609,2026-04-10 23:25:00,IN-BLR,Bangalore Hub (Whitefield),28.1,60.4,0.167,0.562,0.858,15.2,9.4,0
SENS-0012610,2026-04-03 08:55:00,CN-SHA,Shanghai,36.4,67.9,0.122,0.55,0.509,5.7,6.0,0
SENS-0012611,2026-04-08 15:11:00,CN-NGB,Ningbo,43.9,72.2,0.196,0.873,0.921,15.2,9.5,0
SENS-0012612,2026-04-02 20:12:00,IN-COK,Kochi Warehouse,17.6,25.9,0.305,0.528,0.54,16.0,7.5,0
SENS-0012613,2026-04-07 13:24:00,IN-BLR,Bangalore Hub (Whitefield),32.8,63.2,0.513,0.497,0.531,8.8,9.6,0
SENS-0012614,2026-04-10 22:14:00,IN-KOL,Kolkata Port,30.5,70.7,0.206,0.532,0.569,16.4,5.7,0
SENS-0012615,2026-04-09 04:26:00,IN-COK,Kochi Warehouse,34.2,58.8,0.347,0.49,0.542,18.4,6.1,0
SENS-0012616,2026-04-05 22:05:00,IN-HYD,Hyderabad DC,24.1,69.5,0.564,0.815,0.557,14.9,8.8,0
SENS-0012617,2026-04-06 18:48:00,IN-KOL,Kolkata Port,20.8,78.7,0.053,0.458,0.197,20.0,9.5,1
SENS-0012618,2026-04-06 16:03:00,IN-MUM,Mumbai Warehouse (Bhiwandi),31.9,68.6,0.469,0.45,0.391,22.0,9.2,0
SENS-0012619,2026-04-02 15:41:00,IN-MUN,Mundra Port,32.5,94.5,0.588,0.844,0.658,13.6,10.1,0
SENS-0012620,2026-04-06 04:18:00,IN-MUN,Mundra Port,29.2,64.4,0.123,0.788,0.763,20.0,4.8,1
SENS-0012621,2026-04-02 08:37:00,IN-MUM,Mumbai Warehouse (Bhiwandi),19.3,29.8,0.499,0.974,0.526,17.1,8.3,2
SENS-0012622,2026-04-04 00:47:00,IN-MUN,Mundra Port,31.4,45.4,0.107,0.62,0.68,22.1,12.0,0
SENS-0012623,2026-04-10 18:08:00,IN-MUN,Mundra Port,16.3,49.6,0.264,0.353,0.383,9.5,11.4,2
SENS-0012624,2026-04-07 05:50:00,SG-SIN,Singapore,39.4,72.6,0.323,0.539,0.369,5.3,9.6,2
SENS-0012625,2026-04-09 10:37:00,IN-KOC,Kochi Port,31.8,42.4,0.51,0.473,0.399,28.1,5.8,1
SENS-0012626,2026-04-01 04:18:00,IN-HAZ,Hazira Port,25.7,49.1,0.493,0.771,0.422,16.2,4.8,0
SENS-0012627,2026-04-04 01:23:00,SG-SIN,Singapore,32.9,59.5,0.739,0.709,0.489,0,14.0,0
SENS-0012628,2026-04-04 04:08:00,MY-PTG,Port Klang,27.7,47.9,0.116,0.628,0.833,19.2,10.2,0
SENS-0012629,2026-04-10 11:27:00,DE-HAM,Hamburg,28.8,76.2,0.193,0.71,0.493,18.8,4.5,1
SENS-0012630,2026-04-05 19:59:00,IN-GAU,Guwahati Warehouse,32.2,75.4,0.249,0.428,0.219,26.1,7.2,1
SENS-0012631,2026-04-04 17:08:00,IN-CHN,Chennai Port,32.3,62.6,0.532,0.523,0.327,24.1,9.9,1
SENS-0012632,2026-04-07 06:49:00,IN-DEL,Delhi ICD (Tughlakabad),23.5,81.4,0.107,0.564,0.746,20.5,10.7,0
SENS-0012633,2026-04-02 02:41:00,US-NYC,New York/New Jersey,31.0,61.6,0.202,0.821,0.603,16.6,5.7,0
SENS-0012634,2026-04-08 14:57:00,IN-PUN,Pune DC (Chakan),13.9,61.9,0.321,0.498,0.262,7.8,12.8,0
SENS-0012635,2026-04-10 09:39:00,IN-MUN,Mundra Port,24.8,45.7,0.017,0.545,0.41,17.8,3.3,0
SENS-0012636,2026-04-06 17:19:00,MY-PTG,Port Klang,28.0,44.3,0.403,0.414,0.549,11.7,10.6,1
SENS-0012637,2026-04-02 15:17:00,IN-CHN,Chennai Port,23.5,83.4,0.271,0.83,0.548,7.9,6.7,0
SENS-0012638,2026-04-06 10:38:00,IN-BLR,Bangalore Hub (Whitefield),23.7,70.3,0.285,0.302,0.266,1.7,5.5,0
SENS-0012639,2026-04-01 06:23:00,DE-HAM,Hamburg,28.6,46.1,0.056,0.59,0.77,16.6,5.3,0
SENS-0012640,2026-04-06 10:09:00,CN-SZX,Shenzhen,25.9,49.8,0.143,0.92,0.379,26.9,7.4,0
SENS-0012641,2026-04-08 22:36:00,IN-CHN,Chennai Port,38.0,62.1,0.16,0.342,0.664,21.6,13.8,0
SENS-0012642,2026-04-08 05:51:00,LK-CMB,Colombo,33.2,68.2,0.328,0.383,0.887,26.2,6.8,0
SENS-0012643,2026-04-06 19:38:00,IN-KND,Kandla Port,35.5,57.9,0.443,0.802,0.7,27.6,7.5,0
SENS-0012644,2026-04-06 08:44:00,DE-HAM,Hamburg,30.2,62.8,0.179,0.436,0.615,21.9,7.2,0
SENS-0012645,2026-04-03 18:11:00,IN-KOC,Kochi Port,21.4,85.6,0.232,0.574,0.675,13.0,9.2,0
SENS-0012646,2026-04-07 09:21:00,AE-DXB,Dubai (Jebel Ali),29.5,68.1,0.515,0.904,0.385,15.6,7.2,2
SENS-0012647,2026-04-08 12:09:00,IN-PAR,Paradip Port,34.3,41.9,0.049,0.44,0.564,26.4,6.0,0
SENS-0012648,2026-04-03 12:15:00,MY-PTG,Port Klang,22.8,67.7,0.308,0.945,0.601,9.0,11.5,0
SENS-0012649,2026-04-02 18:42:00,IN-MUM,Mumbai Warehouse (Bhiwandi),33.2,54.1,0.101,0.609,0.711,14.6,6.8,0
SENS-0012650,2026-04-02 11:21:00,IN-VIZ,Visakhapatnam Port,29.1,60.4,0.317,0.597,0.162,0,9.1,0
SENS-0012651,2026-04-10 16:07:00,IN-KOL,Kolkata Port,31.3,73.7,0.432,0.972,0.582,23.8,4.8,0
SENS-0012652,2026-04-02 19:47:00,KR-BUS,Busan,37.2,56.1,0.124,0.537,0.49,15.8,14.0,0
SENS-0012653,2026-04-04 04:28:00,NL-RTM,Rotterdam,29.5,65.0,0.219,0.432,0.444,32.2,10.7,0
SENS-0012654,2026-04-06 01:39:00,IN-JNPT,Nhava Sheva (JNPT),35.0,56.7,0.132,0.327,0.545,22.1,9.3,1
SENS-0012655,2026-04-09 04:39:00,AE-DXB,Dubai (Jebel Ali),33.4,49.3,0.292,0.317,0.43,17.2,9.3,0
SENS-0012656,2026-04-08 08:55:00,CN-NGB,Ningbo,24.3,74.6,0.305,0.53,0.325,25.5,14.2,1
SENS-0012657,2026-04-03 22:10:00,IN-KND,Kandla Port,26.8,88.4,0.074,0.432,0.662,11.4,6.6,1
SENS-0012658,2026-04-10 10:39:00,JP-YOK,Yokohama,31.4,83.1,0.363,0.614,0.293,29.1,13.0,0
SENS-0012659,2026-04-06 15:10:00,IN-PAR,Paradip Port,24.1,81.8,0.306,0.562,0.716,0.5,6.9,0
SENS-0012660,2026-04-08 22:42:00,IN-COK,Kochi Warehouse,28.3,56.4,0.148,0.377,0.355,12.2,5.8,2
SENS-0012661,2026-04-04 13:41:00,IN-VIZ,Visakhapatnam Port,38.0,93.5,0.071,0.819,0.506,17.9,4.1,0
SENS-0012662,2026-04-02 15:20:00,IN-KOC,Kochi Port,28.2,76.7,0.503,0.312,0.444,1.1,6.8,0
SENS-0012663,2026-04-10 08:24:00,IN-MUN,Mundra Port,26.0,61.7,0.165,0.635,0.276,9.2,11.6,1
