shipment_id,booking_date,eta,actual_arrival,transit_days_planned,transit_days_actual,delay_days,origin_id,origin_name,dest_id,dest_name,commodity,hs_code,teu,total_cost_usd,carrier,status,risk_score,disruption_flag,transport_mode,distance_kkm
SHP-007095,2026-03-06,2026-03-10,2026-03-22,4,16,12,IN-PAR,Paradip Port,LK-CMB,Colombo,Steel & Iron,HS-72,2,2404,MSC,delivered,0.267,1,sea,1.3
SHP-007096,2025-07-28,2025-08-28,2025-08-29,31,32,1,IN-PUN,Pune DC (Chakan),AE-DXB,Dubai (Jebel Ali),Plastics,HS-39,5,22140,Yang Ming,delivered,0.208,0,multimodal,2.9
SHP-007097,2025-09-20,2025-10-02,2025-10-03,12,13,1,IN-KOL,Kolkata Port,IN-PAR,Paradip Port,Plastics,HS-39,1,1759,MSC,delivered,0.302,0,sea,5.0
SHP-007098,2025-12-18,2026-01-27,2026-01-27,40,40,0,CN-SHA,Shanghai,IN-VIZ,Visakhapatnam Port,Agricultural Products,HS-10,8,28056,ZIM Integrated Shipping,delivered,0.15,0,road,2.7
SHP-007099,2025-07-19,2025-08-19,2025-08-19,31,31,0,US-NYC,New York/New Jersey,IN-COK,Kochi Warehouse,Electronics,HS-85,1,2371,ONE (Ocean Network Express),delivered,0.251,0,rail,0.5
SHP-007100,2025-02-09,2025-02-27,2025-03-01,18,20,2,IN-KOL,Kolkata Port,IN-BLR,Bangalore Hub (Whitefield),Chemical Products,HS-38,3,10353,Evergreen Marine,delivered,0.402,0,sea,3.2
SHP-007101,2025-10-31,2025-11-20,2025-11-22,20,22,2,IN-CHN,Chennai Port,KR-BUS,Busan,Petroleum Products,HS-27,3,5109,ONE (Ocean Network Express),delivered,0.374,0,rail,1.0
SHP-007102,2025-12-29,2026-01-13,2026-01-13,15,15,0,IN-JNPT,Nhava Sheva (JNPT),CN-SHA,Shanghai,Textiles & Garments,HS-62,1,2564,PIL (Pacific Int. Line),delivered,0.462,0,multimodal,0.7
SHP-007103,2025-02-28,2025-03-30,2025-03-30,30,30,0,CN-NGB,Ningbo,IN-CHN,Chennai Port,Automobile Parts,HS-87,5,16065,PIL (Pacific Int. Line),delivered,0.297,0,sea,2.7
SHP-007104,2025-08-12,2025-09-09,2025-09-10,28,29,1,CN-SZX,Shenzhen,IN-CHN,Chennai Port,Electronics,HS-85,2,4784,COSCO Shipping,delivered,0.109,0,rail,4.8
SHP-007105,2025-02-20,2025-03-20,2025-03-20,28,28,0,IN-KOL,Kolkata Port,IN-TUT,Tuticorin Port,Textiles & Garments,HS-62,8,17752,MSC,delayed,0.142,0,rail,0.9
SHP-007106,2025-12-26,2025-12-31,2025-12-31,5,5,0,IN-HYD,Hyderabad DC,MY-PTG,Port Klang,Automobile Parts,HS-87,3,9792,Yang Ming,delivered,0.195,0,road,0.7
SHP-007107,2025-08-06,2025-09-02,2025-09-07,27,32,5,IN-TUT,Tuticorin Port,SG-SIN,Singapore,Automobile Parts,HS-87,8,25448,Hapag-Lloyd,delivered,0.209,0,multimodal,4.9
SHP-007108,2025-09-12,2025-09-19,2025-09-20,7,8,1,KR-BUS,Busan,IN-BLR,Bangalore Hub (Whitefield),Textiles & Garments,HS-62,3,7107,ZIM Integrated Shipping,delivered,0.389,0,rail,2.4
SHP-007109,2025-07-22,2025-07-30,2025-07-31,8,9,1,IN-HYD,Hyderabad DC,IN-PAR,Paradip Port,Electronics,HS-85,10,34500,ONE (Ocean Network Express),delivered,0.166,0,rail,2.3
SHP-007110,2025-06-09,2025-06-19,2025-06-19,10,10,0,IN-CHN,Chennai Port,IN-PUN,Pune DC (Chakan),Pharmaceuticals,HS-30,2,3702,COSCO Shipping,delivered,0.317,0,road,4.0
SHP-007111,2025-04-01,2025-04-17,2025-04-18,16,17,1,IN-KND,Kandla Port,CN-SHA,Shanghai,Food Products,HS-21,10,27450,CMA CGM,delivered,0.502,0,sea,2.4
SHP-007112,2025-12-31,2026-01-17,2026-01-17,17,17,0,ZA-DUR,Durban,IN-HAZ,Hazira Port,Medical Devices,HS-90,4,11208,CMA CGM,in_transit,0.371,0,multimodal,2.2
SHP-007113,2025-11-17,2025-11-24,2025-11-26,7,9,2,IN-TUT,Tuticorin Port,IN-HYD,Hyderabad DC,Pharmaceuticals,HS-30,1,2851,CMA CGM,delivered,0.364,0,multimodal,4.4
SHP-007114,2025-12-09,2025-12-26,2025-12-29,17,20,3,IN-GAU,Guwahati Warehouse,CN-NGB,Ningbo,Plastics,HS-39,2,4838,ONE (Ocean Network Express),delivered,0.211,0,sea,3.5
SHP-007115,2025-06-11,2025-06-28,2025-07-01,17,20,3,IN-COK,Kochi Warehouse,IN-GAU,Guwahati Warehouse,Textiles & Garments,HS-62,2,8824,CMA CGM,delivered,0.471,0,sea,1.3
SHP-007116,2025-07-02,2025-08-03,2025-08-04,32,33,1,IN-PAR,Paradip Port,IN-MUN,Mundra Port,Chemical Products,HS-38,4,13564,Yang Ming,delivered,0.13,0,rail,4.9
SHP-007117,2025-08-14,2025-09-20,2025-09-25,37,42,5,KR-BUS,Busan,IN-COK,Kochi Warehouse,Textiles & Garments,HS-62,10,44650,ONE (Ocean Network Express),delayed,0.275,0,road,4.1
SHP-007118,2025-05-12,2025-05-30,2025-05-30,18,18,0,IN-PUN,Pune DC (Chakan),IN-AMD,Ahmedabad DC,Pharmaceuticals,HS-30,2,8896,Hapag-Lloyd,delivered,0.147,0,multimodal,3.1
SHP-007119,2025-12-09,2026-01-11,2026-01-19,33,41,8,DE-HAM,Hamburg,IN-KND,Kandla Port,Agricultural Products,HS-10,2,6260,COSCO Shipping,delivered,0.338,1,multimodal,0.8
SHP-007120,2026-04-10,2026-04-25,2026-04-25,15,15,0,US-NYC,New York/New Jersey,IN-CHN,Chennai Port,Automobile Parts,HS-87,4,12144,Yang Ming,delivered,0.335,0,road,2.2
SHP-007121,2026-02-25,2026-04-08,2026-04-09,42,43,1,IN-KOC,Kochi Port,IN-GAU,Guwahati Warehouse,Chemical Products,HS-38,1,1451,CMA CGM,disrupted,0.326,0,multimodal,1.8
SHP-007122,2025-04-07,2025-05-16,2025-05-16,39,39,0,JP-YOK,Yokohama,IN-VIZ,Visakhapatnam Port,Medical Devices,HS-90,3,4527,CMA CGM,delivered,0.036,0,rail,3.2
SHP-007123,2025-10-30,2025-11-05,2025-11-06,6,7,1,IN-TUT,Tuticorin Port,IN-MUM,Mumbai Warehouse (Bhiwandi),Textiles & Garments,HS-62,1,1777,MSC,delivered,0.493,0,sea,1.6
SHP-007124,2026-03-02,2026-04-12,2026-04-14,41,43,2,IN-KOC,Kochi Port,IN-GAU,Guwahati Warehouse,Medical Devices,HS-90,15,54705,CMA CGM,delivered,0.316,0,multimodal,3.8
SHP-007125,2026-01-09,2026-02-06,2026-02-06,28,28,0,IN-PUN,Pune DC (Chakan),IN-MUN,Mundra Port,Pharmaceuticals,HS-30,10,38920,COSCO Shipping,delivered,0.194,0,multimodal,1.4
SHP-007126,2026-02-05,2026-02-25,2026-02-26,20,21,1,IN-COK,Kochi Warehouse,IN-AMD,Ahmedabad DC,Pharmaceuticals,HS-30,2,7092,Evergreen Marine,delivered,0.218,0,multimodal,1.3
SHP-007127,2026-03-03,2026-03-07,2026-03-09,4,6,2,IN-KND,Kandla Port,NL-RTM,Rotterdam,Plastics,HS-39,8,9320,CMA CGM,delivered,0.385,0,rail,3.6
SHP-007128,2025-06-09,2025-06-19,2025-06-19,10,10,0,ZA-DUR,Durban,US-NYC,New York/New Jersey,Petroleum Products,HS-27,4,7336,ZIM Integrated Shipping,delivered,0.445,0,road,1.3
SHP-007129,2025-10-04,2025-10-18,2025-10-18,14,14,0,IN-PUN,Pune DC (Chakan),IN-AMD,Ahmedabad DC,Automobile Parts,HS-87,2,4232,Yang Ming,delivered,0.235,0,sea,4.9
SHP-007130,2026-04-17,2026-06-01,2026-06-02,45,46,1,US-NYC,New York/New Jersey,IN-AMD,Ahmedabad DC,Textiles & Garments,HS-62,10,27760,ONE (Ocean Network Express),delivered,0.163,0,multimodal,1.2
SHP-007131,2025-07-16,2025-08-21,2025-08-22,36,37,1,CN-SZX,Shenzhen,IN-PUN,Pune DC (Chakan),Electronics,HS-85,2,6768,Maersk Line,delivered,0.233,0,sea,1.4
SHP-007132,2025-03-22,2025-05-03,2025-05-04,42,43,1,IN-PAR,Paradip Port,NL-RTM,Rotterdam,Textiles & Garments,HS-62,4,17160,Yang Ming,delayed,0.483,0,road,3.7
SHP-007133,2025-12-18,2026-01-31,2026-02-01,44,45,1,IN-MUN,Mundra Port,IN-PAR,Paradip Port,Textiles & Garments,HS-62,1,1532,Evergreen Marine,disrupted,0.445,0,multimodal,2.7
SHP-007134,2025-10-28,2025-11-23,2025-11-24,26,27,1,IN-MUN,Mundra Port,IN-AMD,Ahmedabad DC,Electronics,HS-85,2,8716,MSC,delivered,0.487,0,sea,3.0
SHP-007135,2026-01-16,2026-01-27,2026-01-27,11,11,0,IN-DEL,Delhi ICD (Tughlakabad),IN-KOC,Kochi Port,Food Products,HS-21,1,980,ONE (Ocean Network Express),delivered,0.308,0,road,2.4
SHP-007136,2025-09-04,2025-09-10,2025-09-11,6,7,1,DE-HAM,Hamburg,IN-KOL,Kolkata Port,Machinery,HS-84,3,10617,Yang Ming,delivered,0.559,0,sea,2.6
SHP-007137,2025-04-18,2025-05-09,2025-05-11,21,23,2,IN-HYD,Hyderabad DC,TH-LCH,Laem Chabang,Food Products,HS-21,8,18984,Hapag-Lloyd,in_transit,0.064,0,road,2.1
SHP-007138,2025-01-17,2025-02-18,2025-02-26,32,40,8,IN-KOC,Kochi Port,IN-GAU,Guwahati Warehouse,Automobile Parts,HS-87,2,2406,COSCO Shipping,delayed,0.133,1,road,2.8
SHP-007139,2025-08-09,2025-09-23,2025-09-23,45,45,0,TH-LCH,Laem Chabang,ZA-DUR,Durban,Chemical Products,HS-38,2,8324,ONE (Ocean Network Express),delayed,0.184,0,rail,0.6
SHP-007140,2026-01-02,2026-01-30,2026-02-01,28,30,2,CN-SHA,Shanghai,IN-JNPT,Nhava Sheva (JNPT),Food Products,HS-21,2,8392,COSCO Shipping,delivered,0.186,0,sea,0.8
SHP-007141,2025-02-17,2025-03-13,2025-03-13,24,24,0,JP-YOK,Yokohama,IN-BLR,Bangalore Hub (Whitefield),Food Products,HS-21,2,8876,Hapag-Lloyd,delivered,0.022,0,rail,0.6
SHP-007142,2025-06-15,2025-06-27,2025-06-27,12,12,0,IN-KND,Kandla Port,SG-SIN,Singapore,Pharmaceuticals,HS-30,20,35500,ZIM Integrated Shipping,delivered,0.319,0,rail,2.3
SHP-007143,2025-03-07,2025-03-13,2025-03-25,6,18,12,CN-SZX,Shenzhen,IN-KND,Kandla Port,Machinery,HS-84,2,3114,Maersk Line,delivered,0.139,1,sea,0.9
SHP-007144,2025-04-22,2025-05-25,2025-05-25,33,33,0,IN-MUN,Mundra Port,ZA-DUR,Durban,Machinery,HS-84,10,31610,CMA CGM,delivered,0.206,0,rail,3.8
SHP-007145,2026-02-28,2026-03-26,2026-03-27,26,27,1,US-LAX,Los Angeles,KR-BUS,Busan,Steel & Iron,HS-72,2,6498,Evergreen Marine,delivered,0.029,0,rail,3.4
SHP-007146,2025-10-28,2025-12-02,2025-12-02,35,35,0,IN-PAR,Paradip Port,US-LAX,Los Angeles,Electronics,HS-85,15,27585,MSC,delivered,0.217,0,road,1.8
SHP-007147,2025-05-12,2025-05-22,2025-05-24,10,12,2,ZA-DUR,Durban,KR-BUS,Busan,Automobile Parts,HS-87,3,9219,Evergreen Marine,delivered,0.302,0,sea,3.5
SHP-007148,2025-02-18,2025-03-03,2025-03-03,13,13,0,MY-PTG,Port Klang,IN-HYD,Hyderabad DC,Chemical Products,HS-38,3,3237,Evergreen Marine,delivered,0.276,0,multimodal,2.2
SHP-007149,2025-05-08,2025-06-07,2025-06-19,30,42,12,IN-PAR,Paradip Port,NL-RTM,Rotterdam,Agricultural Products,HS-10,1,4280,Yang Ming,delivered,0.231,1,multimodal,4.5
SHP-007150,2026-03-29,2026-05-03,2026-05-03,35,35,0,CN-NGB,Ningbo,IN-JNPT,Nhava Sheva (JNPT),Plastics,HS-39,2,5216,Maersk Line,delivered,0.138,0,rail,3.8
SHP-007151,2025-04-05,2025-05-19,2025-05-19,44,44,0,IN-GAU,Guwahati Warehouse,AE-DXB,Dubai (Jebel Ali),Electronics,HS-85,2,5200,ZIM Integrated Shipping,delivered,0.207,0,multimodal,3.5
SHP-007152,2025-04-14,2025-05-21,2025-05-22,37,38,1,CN-SZX,Shenzhen,LK-CMB,Colombo,Medical Devices,HS-90,3,10071,Evergreen Marine,delivered,0.162,0,sea,4.4
SHP-007153,2025-04-24,2025-06-01,2025-06-01,38,38,0,NL-RTM,Rotterdam,IN-KND,Kandla Port,Food Products,HS-21,2,6484,MSC,in_transit,0.119,0,sea,3.7
SHP-007154,2025-06-24,2025-08-07,2025-08-09,44,46,2,IN-HYD,Hyderabad DC,CN-SHA,Shanghai,Machinery,HS-84,5,13175,Hapag-Lloyd,delayed,0.727,0,multimodal,4.4
SHP-007155,2025-01-06,2025-02-03,2025-02-05,28,30,2,IN-AMD,Ahmedabad DC,IN-VIZ,Visakhapatnam Port,Automobile Parts,HS-87,2,7280,Evergreen Marine,delivered,0.234,0,road,4.3
SHP-007156,2025-08-30,2025-10-12,2025-10-12,43,43,0,IN-KND,Kandla Port,SG-SIN,Singapore,Food Products,HS-21,10,38310,Evergreen Marine,delivered,0.258,0,road,3.5
SHP-007157,2025-07-31,2025-08-12,2025-08-14,12,14,2,ZA-DUR,Durban,IN-GAU,Guwahati Warehouse,Agricultural Products,HS-10,10,10710,ZIM Integrated Shipping,delivered,0.166,0,multimodal,4.2
SHP-007158,2025-11-04,2025-11-21,2025-11-21,17,17,0,IN-KND,Kandla Port,US-NYC,New York/New Jersey,Automobile Parts,HS-87,1,3219,Hapag-Lloyd,in_transit,0.047,0,road,2.0
SHP-007159,2025-10-17,2025-11-13,2025-11-25,27,39,12,IN-HYD,Hyderabad DC,AE-DXB,Dubai (Jebel Ali),Plastics,HS-39,2,3534,ZIM Integrated Shipping,delivered,0.474,1,multimodal,1.0
SHP-007160,2025-12-21,2026-02-04,2026-02-05,45,46,1,IN-KOL,Kolkata Port,IN-VIZ,Visakhapatnam Port,Plastics,HS-39,4,6596,ONE (Ocean Network Express),in_transit,0.14,0,rail,0.5
SHP-007161,2026-03-08,2026-03-28,2026-03-31,20,23,3,CN-SHA,Shanghai,IN-COK,Kochi Warehouse,Agricultural Products,HS-10,8,12480,MSC,delivered,0.237,0,road,3.1
SHP-007162,2025-11-20,2025-12-03,2025-12-08,13,18,5,IN-KOL,Kolkata Port,IN-GAU,Guwahati Warehouse,Steel & Iron,HS-72,3,2499,CMA CGM,delivered,0.21,0,sea,1.6
SHP-007163,2025-10-05,2025-11-03,2025-11-03,29,29,0,IN-BLR,Bangalore Hub (Whitefield),IN-PUN,Pune DC (Chakan),Electronics,HS-85,3,3042,ZIM Integrated Shipping,delivered,0.293,0,road,2.9
SHP-007164,2026-03-27,2026-04-15,2026-04-16,19,20,1,IN-MUM,Mumbai Warehouse (Bhiwandi),IN-HAZ,Hazira Port,Steel & Iron,HS-72,15,50355,Maersk Line,disrupted,0.362,0,road,2.7
SHP-007165,2025-10-29,2025-12-08,2025-12-09,40,41,1,US-NYC,New York/New Jersey,KR-BUS,Busan,Plastics,HS-39,20,47440,COSCO Shipping,delivered,0.085,0,multimodal,1.7
SHP-007166,2026-01-20,2026-01-24,2026-01-29,4,9,5,US-NYC,New York/New Jersey,LK-CMB,Colombo,Plastics,HS-39,1,3013,Yang Ming,delivered,0.022,0,multimodal,4.9
SHP-007167,2025-06-10,2025-06-17,2025-06-17,7,7,0,IN-HAZ,Hazira Port,IN-BLR,Bangalore Hub (Whitefield),Textiles & Garments,HS-62,2,8476,COSCO Shipping,delivered,0.197,0,rail,4.3
SHP-007168,2025-12-12,2026-01-17,2026-01-22,36,41,5,IN-AMD,Ahmedabad DC,MY-PTG,Port Klang,Pharmaceuticals,HS-30,3,12915,ZIM Integrated Shipping,delivered,0.187,0,multimodal,0.9
SHP-007169,2026-03-23,2026-05-03,2026-05-03,41,41,0,LK-CMB,Colombo,IN-AMD,Ahmedabad DC,Plastics,HS-39,1,1192,ONE (Ocean Network Express),delivered,0.322,0,multimodal,0.8
SHP-007170,2025-05-30,2025-07-08,2025-07-10,39,41,2,US-NYC,New York/New Jersey,CN-SHA,Shanghai,Plastics,HS-39,1,4141,COSCO Shipping,delivered,0.486,0,multimodal,2.4
SHP-007171,2026-02-20,2026-03-29,2026-03-29,37,37,0,ZA-DUR,Durban,US-NYC,New York/New Jersey,Medical Devices,HS-90,3,7884,Yang Ming,delayed,0.199,0,road,3.1
SHP-007172,2025-05-27,2025-06-22,2025-06-22,26,26,0,IN-BLR,Bangalore Hub (Whitefield),IN-CHN,Chennai Port,Pharmaceuticals,HS-30,3,11985,ZIM Integrated Shipping,delivered,0.046,0,rail,4.9
SHP-007173,2025-02-21,2025-03-31,2025-04-02,38,40,2,IN-AMD,Ahmedabad DC,IN-KOL,Kolkata Port,Steel & Iron,HS-72,4,15868,ONE (Ocean Network Express),delivered,0.157,0,rail,3.1
SHP-007174,2026-02-16,2026-03-26,2026-03-26,38,38,0,IN-PUN,Pune DC (Chakan),IN-CHN,Chennai Port,Steel & Iron,HS-72,2,4052,Maersk Line,delivered,0.289,0,rail,4.3
SHP-007175,2025-04-03,2025-04-18,2025-04-19,15,16,1,CN-NGB,Ningbo,SG-SIN,Singapore,Electronics,HS-85,2,2516,Evergreen Marine,delivered,0.538,0,road,3.8
SHP-007176,2025-11-06,2025-12-11,2025-12-11,35,35,0,TH-LCH,Laem Chabang,US-LAX,Los Angeles,Electronics,HS-85,2,3868,MSC,delivered,0.56,0,sea,3.1
SHP-007177,2026-03-04,2026-04-08,2026-04-11,35,38,3,IN-PAR,Paradip Port,IN-JNPT,Nhava Sheva (JNPT),Agricultural Products,HS-10,8,21208,Evergreen Marine,delivered,0.226,0,sea,3.0
SHP-007178,2025-08-06,2025-09-12,2025-09-14,37,39,2,IN-KOL,Kolkata Port,LK-CMB,Colombo,Agricultural Products,HS-10,1,3895,Maersk Line,delivered,0.461,0,multimodal,0.9
SHP-007179,2026-01-09,2026-02-05,2026-02-05,27,27,0,CN-NGB,Ningbo,NL-RTM,Rotterdam,Chemical Products,HS-38,2,5958,Evergreen Marine,in_transit,0.457,0,sea,1.7
SHP-007180,2025-07-08,2025-07-21,2025-07-23,13,15,2,US-NYC,New York/New Jersey,IN-PUN,Pune DC (Chakan),Petroleum Products,HS-27,3,6084,Hapag-Lloyd,in_transit,0.327,0,road,3.8
SHP-007181,2025-10-17,2025-11-13,2025-11-13,27,27,0,IN-COK,Kochi Warehouse,IN-MUM,Mumbai Warehouse (Bhiwandi),Plastics,HS-39,8,13384,Evergreen Marine,delivered,0.462,0,rail,2.1
SHP-007182,2025-03-19,2025-04-14,2025-04-16,26,28,2,CN-NGB,Ningbo,IN-JNPT,Nhava Sheva (JNPT),Medical Devices,HS-90,10,10460,Hapag-Lloyd,delivered,0.122,0,rail,0.5
SHP-007183,2025-11-14,2025-12-16,2025-12-17,32,33,1,IN-DEL,Delhi ICD (Tughlakabad),IN-CHN,Chennai Port,Chemical Products,HS-38,2,4782,COSCO Shipping,delivered,0.401,0,multimodal,1.6
SHP-007184,2025-12-11,2025-12-30,2026-01-04,19,24,5,IN-TUT,Tuticorin Port,IN-GAU,Guwahati Warehouse,Pharmaceuticals,HS-30,8,31272,CMA CGM,delayed,0.341,0,sea,0.9
SHP-007185,2025-08-29,2025-09-11,2025-09-23,13,25,12,CN-SZX,Shenzhen,AE-DXB,Dubai (Jebel Ali),Food Products,HS-21,2,6996,ONE (Ocean Network Express),delivered,0.213,1,rail,2.0
SHP-007186,2026-02-20,2026-03-11,2026-03-14,19,22,3,IN-KND,Kandla Port,IN-PUN,Pune DC (Chakan),Automobile Parts,HS-87,10,33270,Maersk Line,delivered,0.073,0,sea,4.1
SHP-007187,2025-02-09,2025-02-24,2025-03-01,15,20,5,IN-PAR,Paradip Port,IN-JNPT,Nhava Sheva (JNPT),Machinery,HS-84,2,3874,Maersk Line,delivered,0.23,0,road,2.5
SHP-007188,2025-10-18,2025-11-14,2025-11-14,27,27,0,MY-PTG,Port Klang,IN-AMD,Ahmedabad DC,Steel & Iron,HS-72,4,3892,ONE (Ocean Network Express),delivered,0.386,0,multimodal,1.4
SHP-007189,2025-11-09,2025-12-13,2025-12-13,34,34,0,KR-BUS,Busan,CN-NGB,Ningbo,Petroleum Products,HS-27,2,4488,Yang Ming,delivered,0.272,0,sea,3.2
SHP-007190,2025-03-28,2025-05-01,2025-05-02,34,35,1,IN-MUN,Mundra Port,CN-NGB,Ningbo,Agricultural Products,HS-10,5,20280,COSCO Shipping,delivered,0.356,0,road,3.0
SHP-007191,2025-07-20,2025-07-28,2025-08-02,8,13,5,LK-CMB,Colombo,IN-HYD,Hyderabad DC,Pharmaceuticals,HS-30,20,64080,Hapag-Lloyd,delayed,0.637,0,road,2.2
SHP-007192,2025-08-22,2025-10-06,2025-10-06,45,45,0,LK-CMB,Colombo,IN-HYD,Hyderabad DC,Electronics,HS-85,2,8836,MSC,delivered,0.316,0,sea,2.9
SHP-007193,2025-08-21,2025-09-24,2025-09-25,34,35,1,IN-PAR,Paradip Port,NL-RTM,Rotterdam,Pharmaceuticals,HS-30,4,4988,ZIM Integrated Shipping,delivered,0.398,0,rail,1.5
SHP-007194,2025-01-04,2025-02-09,2025-02-09,36,36,0,LK-CMB,Colombo,IN-KOC,Kochi Port,Machinery,HS-84,5,16720,Evergreen Marine,delivered,0.376,0,multimodal,2.3
SHP-007195,2025-09-09,2025-09-29,2025-10-02,20,23,3,CN-SHA,Shanghai,IN-HYD,Hyderabad DC,Medical Devices,HS-90,1,4205,CMA CGM,delivered,0.106,0,sea,4.0
SHP-007196,2025-02-01,2025-02-14,2025-02-14,13,13,0,IN-KOL,Kolkata Port,IN-VIZ,Visakhapatnam Port,Machinery,HS-84,4,5216,ZIM Integrated Shipping,delivered,0.3,0,multimodal,3.7
SHP-007197,2025-07-25,2025-08-13,2025-08-13,19,19,0,IN-KOL,Kolkata Port,IN-KOC,Kochi Port,Food Products,HS-21,3,5094,ONE (Ocean Network Express),delayed,0.343,0,rail,3.7
SHP-007198,2025-08-12,2025-09-17,2025-09-17,36,36,0,TH-LCH,Laem Chabang,US-NYC,New York/New Jersey,Electronics,HS-85,2,4644,Evergreen Marine,delivered,0.425,0,rail,3.2
SHP-007199,2025-06-26,2025-07-14,2025-07-14,18,18,0,IN-DEL,Delhi ICD (Tughlakabad),TH-LCH,Laem Chabang,Machinery,HS-84,2,6946,Hapag-Lloyd,delivered,0.349,0,rail,2.5
SHP-007200,2025-11-29,2025-12-05,2025-12-05,6,6,0,IN-MUN,Mundra Port,IN-DEL,Delhi ICD (Tughlakabad),Chemical Products,HS-38,3,12675,ONE (Ocean Network Express),delivered,0.041,0,road,3.6
SHP-007201,2025-02-12,2025-03-03,2025-03-05,19,21,2,ZA-DUR,Durban,IN-VIZ,Visakhapatnam Port,Machinery,HS-84,3,11373,CMA CGM,delivered,0.214,0,rail,3.4
SHP-007202,2025-02-18,2025-02-26,2025-02-27,8,9,1,DE-HAM,Hamburg,NL-RTM,Rotterdam,Pharmaceuticals,HS-30,2,2398,Hapag-Lloyd,delayed,0.277,0,sea,3.6
SHP-007203,2026-02-16,2026-03-24,2026-03-24,36,36,0,IN-DEL,Delhi ICD (Tughlakabad),TH-LCH,Laem Chabang,Petroleum Products,HS-27,1,1273,ONE (Ocean Network Express),delivered,0.138,0,road,4.2
SHP-007204,2025-11-16,2025-11-28,2025-12-01,12,15,3,IN-GAU,Guwahati Warehouse,IN-AMD,Ahmedabad DC,Pharmaceuticals,HS-30,1,3260,Evergreen Marine,delivered,0.411,0,sea,1.1
SHP-007205,2025-06-26,2025-07-25,2025-07-27,29,31,2,CN-SZX,Shenzhen,IN-BLR,Bangalore Hub (Whitefield),Petroleum Products,HS-27,4,10488,PIL (Pacific Int. Line),delivered,0.214,0,sea,4.6
SHP-007206,2026-01-26,2026-02-04,2026-02-04,9,9,0,IN-HYD,Hyderabad DC,IN-GAU,Guwahati Warehouse,Chemical Products,HS-38,8,21576,Hapag-Lloyd,delivered,0.387,0,sea,4.3
SHP-007207,2025-02-03,2025-02-20,2025-02-20,17,17,0,DE-HAM,Hamburg,IN-HAZ,Hazira Port,Food Products,HS-21,8,12000,Evergreen Marine,in_transit,0.439,0,road,0.7
SHP-007208,2026-01-24,2026-02-25,2026-02-26,32,33,1,IN-DEL,Delhi ICD (Tughlakabad),NL-RTM,Rotterdam,Food Products,HS-21,5,13780,Hapag-Lloyd,delivered,0.175,0,sea,3.5
SHP-007209,2025-08-09,2025-09-15,2025-09-17,37,39,2,IN-GAU,Guwahati Warehouse,IN-HYD,Hyderabad DC,Medical Devices,HS-90,1,2399,PIL (Pacific Int. Line),delivered,0.084,0,multimodal,2.6
SHP-007210,2025-01-26,2025-01-29,2025-02-01,3,6,3,IN-TUT,Tuticorin Port,MY-PTG,Port Klang,Medical Devices,HS-90,4,4276,CMA CGM,delivered,0.069,0,road,3.4
SHP-007211,2025-09-27,2025-11-08,2025-11-09,42,43,1,CN-SHA,Shanghai,CN-SZX,Shenzhen,Plastics,HS-39,1,1849,Yang Ming,delivered,0.259,0,sea,4.2
SHP-007212,2025-08-28,2025-10-07,2025-10-09,40,42,2,IN-MUN,Mundra Port,IN-HYD,Hyderabad DC,Automobile Parts,HS-87,3,3261,Hapag-Lloyd,delivered,0.184,0,rail,4.0
SHP-007213,2025-08-25,2025-10-04,2025-10-05,40,41,1,IN-BLR,Bangalore Hub (Whitefield),SG-SIN,Singapore,Machinery,HS-84,5,6710,COSCO Shipping,delivered,0.293,0,rail,0.8
SHP-007214,2026-02-27,2026-03-10,2026-03-12,11,13,2,IN-TUT,Tuticorin Port,US-NYC,New York/New Jersey,Food Products,HS-21,2,6658,CMA CGM,in_transit,0.277,0,sea,1.3
SHP-007215,2025-03-27,2025-03-30,2025-03-31,3,4,1,IN-GAU,Guwahati Warehouse,US-NYC,New York/New Jersey,Petroleum Products,HS-27,2,2944,Maersk Line,delayed,0.126,0,multimodal,4.3
SHP-007216,2026-01-14,2026-02-05,2026-02-05,22,22,0,IN-MUM,Mumbai Warehouse (Bhiwandi),CN-SHA,Shanghai,Chemical Products,HS-38,3,12396,Evergreen Marine,delivered,0.265,0,rail,1.9
SHP-007217,2025-04-01,2025-04-07,2025-04-12,6,11,5,SG-SIN,Singapore,TH-LCH,Laem Chabang,Automobile Parts,HS-87,1,2977,Hapag-Lloyd,delivered,0.486,0,rail,4.7
SHP-007218,2025-09-09,2025-10-14,2025-10-16,35,37,2,KR-BUS,Busan,ZA-DUR,Durban,Steel & Iron,HS-72,1,3368,Hapag-Lloyd,delayed,0.727,0,sea,1.4
SHP-007219,2025-03-20,2025-04-28,2025-04-28,39,39,0,IN-KND,Kandla Port,CN-NGB,Ningbo,Medical Devices,HS-90,1,1637,Yang Ming,delivered,0.489,0,sea,2.3
SHP-007220,2025-05-06,2025-05-31,2025-06-02,25,27,2,IN-COK,Kochi Warehouse,AE-DXB,Dubai (Jebel Ali),Chemical Products,HS-38,3,2952,MSC,in_transit,0.252,0,road,1.1
SHP-007221,2025-01-18,2025-02-22,2025-02-24,35,37,2,IN-MUM,Mumbai Warehouse (Bhiwandi),MY-PTG,Port Klang,Pharmaceuticals,HS-30,3,3408,ONE (Ocean Network Express),delivered,0.235,0,road,2.9
